gene_ID,ks_stat,gene_length,mutant_counts,co_counts
l(2)k09913,0.07385185913760817,289,252,357
l(2)k09913,0.07385185913760817,289,252,357
Fib,0.0636204996907655,345,682,1074
CG13551,0.07896053544157933,108,1637,2456
CG13551,0.07896053544157933,108,1637,2456
AIMP3,0.21774920105225348,180,116,121
levy,0.10203616502225843,110,712,836
levy,0.10203616502225843,110,712,836
mRpL43,0.1273654981461546,193,117,142
CG5532,0.14711970859377704,113,213,339
CG5532,0.14711970859377704,113,213,339
Ssrp,0.08038117952062174,724,426,706
Nxt1,0.2328165432397645,134,104,176
Snap29,0.12144926377846976,285,231,373
CG5554,0.13225305740592497,324,308,462
CG5554,0.13407361427917042,331,310,462
eIF6,0.14203296441930618,246,180,353
Mtpbeta,0.12839240248347816,470,814,1246
Nap1,0.1853818606709087,371,301,1961
Nap1,0.1853818606709087,371,301,1961
Nap1,0.1853818606709087,371,301,1961
SERCA,0.04165169625916043,1000,1095,1293
SERCA,0.04165169625940801,1003,1095,1293
SERCA,0.04508543533019316,1021,1131,1328
SERCA,0.04508543533019316,1021,1131,1328
SERCA,0.04508543533019316,1021,1131,1328
SERCA,0.04508543533019316,1021,1131,1328
SERCA,0.04508543533019316,1021,1131,1328
SERCA,0.04508543533019316,1021,1131,1328
SERCA,0.04508543533019316,1021,1131,1328
Taldo,0.10019408652799666,332,378,527
Stoml2,0.07609293727500144,367,202,328
Stoml2,0.07609293727500144,367,202,328
tsr,0.08052359238493145,149,2838,2549
eEF5,0.17120888563791758,160,1342,1541
eEF5,0.17120888563791758,160,1342,1541
RpL12,0.04681670986499453,166,635,1040
RpL12,0.04681670986499453,166,635,1040
RpL12,0.04681670986499453,166,635,1040
Gpat4,0.05585720383319126,381,280,370
Gpat4,0.0719983919636038,459,318,399
Gpat4,0.055292090179512865,460,295,384
Gpat4,0.07436796287304742,538,333,413
mRpS17,0.14585858256208317,156,174,291
Nop60B,0.07849871521147048,509,1245,1827
Nop60B,0.11208866587222854,228,335,603
Nop60B,0.07849871521147048,509,1245,1827
Nop60B,0.07849871521147048,509,1245,1827
Nop60B,0.07849871521147048,509,1245,1827
betaTub60D,0.08347395102179747,454,230,375
betaTub60D,0.08347395102022678,455,230,375
Rpn8,0.1185280689776998,339,486,656
Rpn8,0.1185280689776998,339,486,656
Rpn8,0.11410625112945644,359,487,664
Nurf-38,0.0565403331288461,291,915,954
Nurf-38,0.053326681558706124,339,941,969
Nurf-38,0.06745885248474304,291,855,899
ATPsynF,0.13185694479493348,108,317,361
ATPsynF,0.13185694479493348,108,317,361
CG3663,0.11161282775250059,209,125,135
ND-19,0.13676550143349386,176,193,211
ND-19,0.13676550143349386,176,193,211
ND-19,0.13676550143349386,176,193,211
ND-19,0.13676550143349386,176,193,211
GstE12,0.08842033572388275,224,289,360
GstE12,0.08842033572388275,224,289,360
GstE12,0.08842033572388275,224,289,360
GstE12,0.08842033572388275,224,289,360
Reg-5,0.13396836706456366,289,154,223
CG30423,0.05905026184089324,127,186,174
CG3760,0.11058663166223176,266,399,602
CG3760,0.11058663166216925,265,399,602
CG3760,0.10925489065404709,272,399,604
CG3760,0.11058663166223176,266,399,602
RpL19,0.10409939934797952,204,1841,2210
RpL19,0.10409939934797952,204,1841,2210
zip,0.07051889718464177,2012,2137,2820
zip,0.0705733163303301,1972,2137,2820
zip,0.0705733163303301,1972,2137,2820
zip,0.07056827376349134,1980,2137,2820
zip,0.06754247661354751,2017,2146,2837
zip,0.0675477591865084,2025,2146,2837
zip,0.07179520194790334,1965,2095,2763
zip,0.06749571067410431,2057,2146,2837
zip,0.0705733163303301,1972,2137,2820
wac,0.17982082169633234,164,103,119
wac,0.17982082169633234,164,103,119
wac,0.11835143975585061,151,99,105
Tudor-SN,0.04738555124153315,927,2050,2626
Tudor-SN,0.04738555124153315,927,2050,2626
mRpL17,0.06334615111684927,177,188,191
mRpL17,0.06334615111684927,177,188,191
emc,0.13473133048696262,200,120,178
CG13887,0.11671011133015552,229,398,579
CG13887,0.11671011133015552,229,398,579
CG13887,0.12230065840320326,185,309,433
CG13887,0.11671011133015552,229,398,579
Rac1,0.11633307906975632,193,125,176
Rac1,0.11633307906975632,193,125,176
ND-ACP,0.17561525556985014,144,385,389
ND-ACP,0.1549086918169459,182,449,469
ND-ACP,0.18449699724067548,153,405,442
msd1,0.2386004112427762,139,94,90
msd5,0.0971914897904472,254,141,154
Ptp61F,0.1613885245162432,536,326,414
Ptp61F,0.18147832912597006,531,322,397
Ptp61F,0.1998046291810689,432,299,360
Ptp61F,0.1998046291810689,432,299,360
Ptp61F,0.15394723203106486,549,333,419
CG7970,0.20246684134097648,192,111,152
CG7970,0.20246684134097648,192,111,152
RpL23A,0.21238465981624066,278,2019,3536
RpL23A,0.21238465981624066,278,2019,3536
Cdc37,0.24791322622051093,390,373,935
Rap1,0.17488758269573162,185,105,190
Rap1,0.17488758269573162,185,105,190
Rap1,0.17488758269573162,185,105,190
dre4,0.05792564719306681,1084,816,1226
dre4,0.057645992174044425,1123,816,1226
Tmhs,0.13568079956135118,266,195,232
Tmhs,0.13568079956135118,266,195,232
CG2034,0.136277500914614,263,169,206
CG2034,0.136277500914614,263,169,206
CG13807,0.1345353717172792,171,113,145
yellow-g,0.05167943532474828,394,227,214
yellow-g2,0.0960464731787215,383,255,385
CG8993,0.143646834098059,143,123,174
RpL8,0.08375299293456984,257,1763,2986
RpL8,0.08375299293456984,257,1763,2986
Non2,0.12537656964372756,245,142,307
Jafrac2,0.09359846342191891,243,161,162
Jafrac2,0.09359846342191891,243,161,162
Jafrac2,0.09359846342191891,243,161,162
Usp5,0.04176430234012152,828,617,922
Usp5,0.04176430234012152,828,617,922
Usp5,0.04176430234012152,828,617,922
ND-30,0.0464875827961736,266,285,304
Hsp83,0.056134354055773494,718,9216,17747
Hsp83,0.056134354055773494,718,9216,17747
RpL28,0.1560419936618873,145,534,1071
RpL28,0.1560419936618873,145,534,1071
RpL28,0.1560419936618873,145,534,1071
RpL28,0.1560419936618873,145,534,1071
RpL28,0.1560419936618873,145,534,1071
RpL28,0.1560419936618873,145,534,1071
eIF1,0.11195992208662331,111,863,1231
PHGPx,0.0731208940354694,170,327,406
PHGPx,0.07021793715463964,239,341,429
PHGPx,0.08668943753192347,199,348,424
Scsalpha1,0.08410411351131952,329,385,627
Scsalpha1,0.08410411351131952,329,385,627
CG14977,0.18662899574597547,121,101,90
CG14977,0.17054922718688298,165,104,94
Ubi-p63E,0.03233682126264048,764,24417,30736
Ubi-p63E,0.03233682126264048,764,24417,30736
Ubi-p63E,0.03233682126264048,764,24417,30736
Ubi-p63E,0.03233682126264048,764,24417,30736
Sc2,0.08963611414145667,303,398,540
mge,0.1870325279941506,149,177,193
mge,0.1751069501383038,123,158,152
CG10863,0.2837490603821611,317,180,343
Chd64,0.07184503245450291,176,437,629
Chd64,0.06758136629918077,189,476,689
RfC4,0.06461385035683198,332,450,634
CG11583,0.13223110286634115,357,285,420
CG15012,0.3173057108133557,153,201,207
CG15014,0.10997001469678663,325,164,209
mRpS6,0.3063714384907258,148,111,125
mRpS6,0.3063714384907258,148,111,125
CG15019,0.09971815408385698,147,543,612
CG15019,0.09971815408385698,147,543,612
DOR,0.1121727577318038,388,244,280
DOR,0.10284047263125806,418,253,294
DOR,0.1121727577318038,388,244,280
DOR,0.10284047263125806,418,253,294
DOR,0.1121727577318038,388,244,280
DOR,0.1121727577318038,388,244,280
DOR,0.10547826637478236,274,175,216
DOR,0.09925447661298059,230,160,203
HDAC1,0.13880676887825916,522,386,535
CG4603,0.04684534666973339,348,228,364
CG4603,0.04684534666973339,348,228,364
CG4603,0.04350249062294442,372,230,369
Cyt-c1,0.12346594368911101,308,465,420
Cyt-c1,0.12346594368911101,308,465,420
Uev1A,0.19084721914579605,104,367,458
Uev1A,0.15169974539226483,146,443,546
Uev1A,0.15169974539226483,146,443,546
Pfdn4,0.1381133791252186,139,409,692
DnaJ-1,0.07784615959086627,335,286,625
DnaJ-1,0.07784615959086627,335,286,625
CG10576,0.06401280057974018,392,1018,1572
CG10576,0.06401280057974018,392,1018,1572
CG10576,0.06401280057974018,392,1018,1572
Txl,0.09677012482686975,288,465,557
mad2,0.10112243786392572,208,337,471
CG32409,0.10585410018461378,350,264,402
Sf3b6,0.18704876946183935,122,90,107
CG13299,0.1054988236931037,113,1025,1657
zpg,0.05675337693496585,368,795,792
zpg,0.05675337693496585,368,795,792
CG10077,0.0422311395688566,819,1100,1403
CG10077,0.0422311395688566,819,1100,1403
CG10077,0.053814470701620154,473,635,771
CG9953,0.056119356313052204,509,2267,3154
RpL18,0.075697154455374,189,1245,1911
RpL18,0.075697154455374,189,1245,1911
RpL18,0.075697154455374,189,1245,1911
mRpL50,0.137136424684756,190,154,211
mrva,0.03570715798148627,479,1132,1347
mrva,0.03570715798148627,479,1132,1347
lark,0.12076549783623947,353,323,426
lark,0.12076549783623947,353,323,426
lark,0.12076549783623947,353,323,426
lark,0.12076549783623947,353,323,426
lark,0.12076549783623947,353,323,426
CG14834,0.06568615019936863,408,291,561
Srp19,0.08062470030904934,161,121,130
Sh3beta,0.12278762385140785,147,80,186
Sh3beta,0.14490321439728976,159,86,211
Sh3beta,0.14490321439728976,159,86,211
akirin,0.0952932095213535,202,484,709
akirin,0.0952932095213535,202,484,709
akirin,0.0952932095213535,202,484,709
akirin,0.0952932095213535,202,484,709
akirin,0.0952932095213535,202,484,709
akirin,0.0952932095213535,202,484,709
smid,0.024888682207221957,911,687,911
smid,0.025003439721622486,928,701,924
smid,0.025018196793450242,944,706,932
smid,0.025018196793379244,945,706,932
smid,0.024888682207221957,911,687,911
Mcad,0.09327535541767396,420,1179,1935
RNaseX25,0.16177011608932867,326,359,552
CG8209,0.07919124566993263,332,309,478
Arp3,0.0800215643612125,419,229,279
Arp3,0.0800215643612125,419,229,279
msk,0.04712644111181072,1050,1259,1617
mRpL36,0.10616781223819079,129,75,91
Uba2,0.09772728168433231,701,663,953
Nmt,0.037498802346426385,473,672,986
UbcE2M,0.0802933642152922,182,299,363
UbcE2M,0.0802933642152922,182,299,363
UbcE2M,0.0802933642152922,182,299,363
BI-1,0.1368674871384179,246,416,467
BI-1,0.13415975970837268,238,398,453
Idh,0.06988532309210271,438,1270,2011
Idh,0.07280211430638994,470,1285,2020
Idh,0.07258843982225605,480,1285,2020
Idh,0.07303967332151018,451,1285,2019
Idh,0.07303967332151018,451,1285,2019
Idh,0.07303967332151018,451,1285,2019
Idh,0.07034480922958541,417,1270,2010
Idh,0.07034480922958541,417,1270,2010
Idh,0.07303967332151018,451,1285,2019
mtrm,0.0687276080335612,218,1963,2671
CG6983,0.12297208471794191,181,175,348
CG6983,0.12297208471794191,181,175,348
GstO2,0.06783849398148545,251,279,411
GstO1,0.045029992238570404,255,204,241
RpL14,0.10192868384000908,167,1117,1725
Cp18,0.05278548002897232,173,2606,4247
Cp15,0.07507070053206444,116,3871,11493
Cp19,0.16954042550748571,174,1482,5102
Cp16,0.10089884274254873,139,1647,5894
Tsp66E,0.048430578002099545,268,155,223
Tsp66E,0.048430578002099545,268,155,223
Tsp66E,0.048430578002099545,268,155,223
mRpL12,0.1661013300133099,183,192,390
Srp68,0.08282752938320709,605,578,727
CG5194,0.08540122537458858,297,287,402
CG5194,0.06510998723263786,303,288,415
Argk,0.0427927320054039,357,621,975
Argk,0.04543876615290143,397,633,982
Argk,0.04691323003205135,433,674,1099
Argk,0.0427927320054039,357,621,975
Argk,0.0427927320054039,357,621,975
Argk,0.042879461619948045,376,623,977
Argk,0.046975646131101056,563,702,1147
Hsp26,0.07147695034197377,209,5744,11213
Hsp26,0.07147695034197377,209,5744,11213
Hsp23,0.130661538906793,187,108,189
Hsp23,0.130661538906793,187,108,189
Hsp27,0.0708600720267451,214,3137,5441
Hsp27,0.0708600720267451,214,3137,5441
eIF4E1,0.11349711042886752,260,748,992
eIF4E1,0.11349711042886752,260,748,992
eIF4E1,0.11349711042886752,260,748,992
eIF4E1,0.11349711042886752,260,748,992
eIF4E1,0.11349711042886752,260,748,992
eIF4E1,0.0903731911791337,249,760,983
eIF4E1,0.11349711042886752,260,748,992
eIF4E1,0.11349711042886752,260,748,992
eIF4E1,0.11349711042886752,260,748,992
aay,0.07582574480380744,271,234,245
RpS17,0.10669795510482516,132,627,1152
Uch-L5,0.07141391544013131,325,538,719
Uch-L5,0.07141391544013131,325,538,719
path,0.063977215690321,459,1248,1378
path,0.06386098920701122,472,1233,1363
path,0.06386098920701122,472,1233,1363
RpS9,0.30859005860909355,196,377,1229
RpS9,0.30859005860909355,196,377,1229
RpS9,0.30859005860909355,196,377,1229
RpS9,0.23619114668452557,138,308,771
alphaTub67C,0.15202047151262343,463,1447,1699
Prps,0.16439683180525985,351,389,583
Prps,0.16320609751036064,355,389,587
Prps,0.16446355651234112,374,392,583
Prps,0.1729526485162561,370,390,597
Prps,0.17420728477702802,374,390,593
Prps,0.17424720023344523,389,393,593
Prps,0.16439683180525985,351,389,583
Prps,0.16320609751036064,355,389,587
Prps,0.16446355651234112,374,392,583
Ubc4,0.11399926886808881,200,365,610
Ubc4,0.11399926886808881,200,365,610
Ubc4,0.11399926886808881,200,365,610
vsg,0.09863592153600909,183,437,525
vsg,0.10147264640759224,263,454,554
vsg,0.0977632649396235,184,437,527
vsg,0.09863592153600909,183,437,525
vsg,0.0977632649396235,184,437,527
CG18178,0.16369265668341249,375,269,458
CG18178,0.16369265668341249,375,269,458
ATPsynB,0.09484051998729093,244,563,655
CG8108,0.06289901254729635,920,523,672
CG8108,0.06289901254729635,920,523,672
vnc,0.10717659199600121,197,121,168
vnc,0.10717659199600121,197,121,168
vnc,0.10717659199600121,197,121,168
vnc,0.10717659199600121,197,121,168
vnc,0.10717659199600121,197,121,168
CG8003,0.05179727784880489,408,223,281
CG8003,0.05179727784880489,408,223,281
Adi1,0.17780003560909458,187,130,129
ND-13B,0.13549284892255076,125,158,219
CG43693,0.06514576692156854,483,1117,1407
CG43693,0.049621631057254034,503,1201,1546
CG43693,0.049621631057254034,503,1201,1546
CG43693,0.06651247211129863,456,1107,1394
CG43693,0.05335511002897686,500,1174,1502
CG43693,0.054603646126494876,491,1174,1502
CG43693,0.050502804247951505,573,1174,1506
Pfdn2,0.17557398135271235,144,123,159
Pfdn2,0.17557398135271235,144,123,159
Sod1,0.0755208800815958,154,937,1413
Ufd1-like,0.1131981679955481,317,228,316
Plod,0.06879977941306875,722,453,526
Plod,0.06879977941306875,722,453,526
scyl,0.14232552328114656,281,206,254
scyl,0.14232552328114656,281,206,254
Akr1B,0.07280727126532027,317,1065,1406
Akr1B,0.07217345578719836,317,1121,1470
Akr1B,0.04616447495816289,351,1010,1249
Akr1B,0.04603722611366079,351,1066,1313
CG18815,0.11667360925869442,217,262,391
CG18815,0.11667360925869442,217,262,391
CG18815,0.12047581510353456,233,260,382
CG18815,0.11783815147419988,222,254,383
CG18815,0.11667360925869442,217,262,391
CG5946,0.1479581350028661,317,226,235
CG5946,0.14052312925749016,314,228,239
CG5946,0.1479581350028661,317,226,235
CG5946,0.1398947144823648,264,195,187
CG5946,0.13061405511605817,314,197,191
CG5946,0.1394701484224557,317,195,187
CG5946,0.13879724047209124,331,195,187
RpL10Ab,0.11013334605872194,218,1182,1935
Pop2,0.08343151860143588,298,337,478
Pop2,0.08343151860143588,298,337,478
Pop2,0.08075756523731009,342,340,481
Pop2,0.07782105188249716,294,332,475
Pop2,0.07782105188249716,294,332,475
Pop2,0.11615902878477968,358,269,403
Pop2,0.1205832278673234,362,274,406
yps,0.07834373328572453,341,634,757
yps,0.09001866809657344,353,702,818
ND-SGDH,0.08606435982781692,187,375,451
ND-SGDH,0.08606435982781692,187,375,451
eIF3l,0.11910580302882068,540,585,645
thoc6,0.13596227540660483,351,188,224
thoc6,0.13596227540660483,351,188,224
thoc6,0.13596227540660483,351,188,224
CG10638,0.16330348362267577,318,285,478
CG10638,0.16330348362267577,318,285,478
vih,0.14414807132211735,179,375,415
tral,0.04935047363659617,643,6727,9670
tral,0.0494302082366469,644,6731,9678
tral,0.05054729112320372,648,6769,9707
tral,0.04933980588112241,653,6785,9762
tral,0.049417510858756286,654,6789,9770
tral,0.05046012881031808,657,6823,9791
tral,0.05053810256196095,658,6827,9799
tral,0.050467275077754004,647,6765,9699
tral,0.04933980588112241,653,6785,9762
eIF2beta,0.09910141469039192,313,1097,1062
SmD1,0.1825254502880408,125,290,391
Klc,0.11265211071496439,509,500,719
Klc,0.11265211071539522,508,500,719
Klc,0.11265211071496439,509,500,719
CG10973,0.1221882158977341,307,188,182
Sf3a2,0.1408889569507209,265,233,327
CG10960,0.09893256802036221,472,283,445
CG10960,0.09725402707350062,540,283,447
CG10960,0.09893256802036221,472,283,445
Wbp2,0.06468106405732443,343,312,311
Wbp2,0.11758817550032852,200,173,195
Wbp2,0.12462863187340978,227,173,197
Wbp2,0.08235288231056459,385,312,322
Wbp2,0.06148854111832602,338,310,311
Wbp2,0.06148854111832602,338,310,311
CG11267,0.08022448097266688,104,436,813
mRpL20,0.12279146523484563,151,169,293
RpS12,0.08524723894623407,140,394,778
RpS4,0.1243921068616009,262,1485,2118
RpS4,0.1243921068616009,262,1485,2118
RpS4,0.1243921068616009,262,1485,2118
CG11279,0.17547454114817296,103,126,149
CG11279,0.17547454114817296,103,126,149
CG11279,0.17547454114817296,103,126,149
flr,0.06531679585425071,609,514,836
flr,0.05762282892114551,605,500,823
26-29-p,0.11037250212404143,550,11213,12695
endos,0.07182378146158863,120,315,493
endos,0.07182378146158863,120,315,493
endos,0.07182378146158863,120,315,493
endos,0.07182378146158863,120,315,493
endos,0.07182378146158863,120,315,493
endos,0.07182378146158863,120,315,493
Hsc70Cb,0.02888106589745898,805,1733,3259
Hsc70Cb,0.02888106589745898,805,1733,3259
Hsc70Cb,0.02888106589745898,805,1733,3259
Hsc70Cb,0.02888106589745898,805,1733,3259
Hsc70Cb,0.028006171498483112,837,1740,3267
Hsc70Cb,0.028006171498483112,837,1740,3267
Hsc70Cb,0.02888106589745898,805,1733,3259
Hsc70Cb,0.02888106589745898,805,1733,3259
Mpcp2,0.056502666525590606,357,817,902
Mpcp2,0.056502666525590606,357,817,902
Mpcp2,0.056502666525590606,357,817,902
Gbs-70E,0.06602172339943158,331,172,220
CG9628,0.1466606415171815,176,100,103
CG9628,0.1466606415171815,176,100,103
CG9628,0.14179399666541836,163,94,99
bmm,0.05307034637676866,554,313,421
bmm,0.057416716949681146,508,301,404
NHP2,0.11279597604887742,161,687,824
NHP2,0.11279597604887742,161,687,824
gnu,0.09677835376433369,241,451,613
Prosbeta2,0.043699342785229245,273,1023,1082
GlyRS,0.04845935209184138,680,616,902
GlyRS,0.03979865163094831,766,639,929
GlyRS,0.03979865163094831,766,639,929
CTPsyn,0.1740665701892733,628,492,616
CTPsyn,0.1740665701892733,628,492,616
CTPsyn,0.1850884544676879,624,458,566
Pdi,0.08968708020368102,497,1478,2059
Pdi,0.08968708020368102,497,1478,2059
CG7275,0.06517794474604643,447,281,371
AGO2,0.05621606312081673,1215,2139,3356
AGO2,0.05666238673556245,1218,2136,3353
AGO2,0.035767481108152144,788,837,1146
SCCRO,0.12307967898908045,289,193,242
SCCRO,0.12559350563621474,292,192,241
SCCRO,0.12559350563621474,292,192,241
SCCRO,0.1254827238952232,298,192,241
SCCRO,0.12307967898908045,289,193,242
AIMP2,0.07540700169130021,302,297,412
AIMP2,0.09157486162048872,335,310,415
Arl1,0.2153917879214129,181,108,173
Diap1,0.08730567651919874,439,237,345
Diap1,0.08730567651919874,439,237,345
Diap1,0.08730567651919874,439,237,345
Diap1,0.08730567651919874,439,237,345
Diap1,0.08730567651919874,439,237,345
Diap1,0.08730567651919874,439,237,345
SsRbeta,0.07589368074178182,191,444,609
PDCD-5,0.07888392548847967,134,165,231
MED10,0.13015584463506308,134,297,304
MED10,0.13015584463506308,134,297,304
mRpS34,0.22877885689963506,189,103,142
Agpat3,0.30389735383962624,144,107,120
Agpat3,0.08079404623088204,387,318,309
Agpat3,0.08079404623088204,387,318,309
Agpat3,0.07458958777604896,398,318,309
Agpat3,0.08079404623088204,387,318,309
fax,0.08012651048571928,272,163,242
fax,0.07665868601477976,275,163,244
fax,0.06507765040022995,280,164,249
fax,0.06302524934113524,283,164,251
TMS1,0.045076592011177086,457,421,628
TMS1,0.04507659201016545,459,421,628
TMS1,0.04194916549426442,462,424,629
TMS1,0.04194916549377525,463,424,629
TMS1,0.041949165492308094,466,424,629
TMS1,0.041949165491328655,468,424,629
mbf1,0.044000632202534584,146,566,798
mbf1,0.044000632202534584,146,566,798
mbf1,0.04956701406324193,189,580,809
mbf1,0.044000632202534584,146,566,798
mbf1,0.044000632202534584,146,566,798
Smn,0.17962735548841047,227,123,168
Smn,0.17962735548841047,227,123,168
Rpn12,0.07791264618139959,265,805,1436
UQCR-C2,0.0638038502677879,441,418,647
UQCR-C2,0.0638038502677879,441,418,647
Apl,0.03449286819000205,1060,859,1237
Apl,0.03449286819000205,1060,859,1237
Apl,0.03442373143723941,1081,865,1238
Arts,0.02713633463936826,1080,964,1425
Arts,0.027136334639359574,1081,964,1425
Prosbeta6,0.047730837181286956,236,1015,1028
zetaCOP,0.11765785267583599,175,251,289
zetaCOP,0.08726335765372695,164,244,259
zetaCOP,0.12118940054062027,170,207,259
CG9705,0.1795226144806497,144,222,283
CG9705,0.1795226144806497,144,222,283
CG9705,0.1795226144806497,144,222,283
eIF3e,0.07907926338874716,436,468,456
CG9674,0.055599786056568345,2116,1216,1741
CG9674,0.055599786056568345,2116,1216,1741
CG9674,0.060599436035398635,1165,681,902
CG9674,0.055599786056447276,2115,1216,1741
CG9674,0.055599786056447276,2115,1216,1741
CG9674,0.060599436035398635,1165,681,902
CG9674,0.060599436035398635,1165,681,902
nudC,0.10249162158579705,333,566,733
nudC,0.10249162158579705,333,566,733
TSG101,0.06569695864242253,409,308,352
Nc73EF,0.06777979742307069,1009,534,689
Nc73EF,0.06777979742307069,1009,534,689
Nc73EF,0.06777979742307069,1009,534,689
Nc73EF,0.06777979742307069,1009,534,689
Ilp8,0.07150655992340149,151,1148,1657
Vps60,0.09888882520794007,227,284,368
Vps60,0.09888882520794007,227,284,368
Pep,0.0835344458114804,694,630,968
Pep,0.0835344458114804,694,630,968
Pep,0.0806975377550182,717,631,972
Pep,0.2348773290385695,110,65,90
CG7484,0.08824322605814694,179,142,169
NUCB1,0.19409114449290626,570,457,555
CG7430,0.13592639664532907,505,391,557
CG7430,0.13592639664532907,505,391,557
CG5535,0.0632713597876417,622,645,784
CG5535,0.05978727670691669,631,651,790
Capr,0.09441070842883348,962,1040,1381
Capr,0.09441070842883348,962,1040,1381
Chmp1,0.16408523507113926,204,266,348
Chmp1,0.16408523507113926,204,266,348
Cat,0.11168260269242772,507,532,821
Indy,0.038416352736600434,573,681,876
Indy,0.038416352736600434,573,681,876
Indy,0.038416352736600434,573,681,876
Indy,0.042634546866430645,591,694,880
Grx1,0.22233287192223955,115,96,90
Grx1,0.22233287192223955,115,96,90
RpL26,0.051192157073312816,150,962,1545
RpL26,0.051192157073312816,150,962,1545
RpL26,0.051192157073312816,150,962,1545
arx,0.26936147614676587,168,99,106
CSN1b,0.0908767933170519,526,314,537
mRpL21,0.11083805939839014,202,141,238
mRpL21,0.11083805939839014,202,141,238
mRpL21,0.11083805939839014,202,141,238
rept,0.10750265175334661,482,360,646
rept,0.10750265175334661,482,360,646
rept,0.10750265175334661,482,360,646
CG9231,0.06072430930207044,126,225,344
CG9231,0.06072430930207044,126,225,344
asf1,0.12884901872176607,219,401,630
asf1,0.12884901872176607,219,401,630
TORIP,0.05672631267432415,302,243,267
TORIP,0.05672631267432415,302,243,267
Ccdc58,0.2889464308297529,120,94,72
Ccdc58,0.3076675990510697,137,101,94
Ccdc58,0.2889464308297529,120,94,72
Mtr3,0.14917358084434068,327,190,281
Rpn1,0.03603930194280147,920,1497,2674
Pfdn6,0.08625292797393191,126,359,482
Pfdn6,0.08625292797393191,126,359,482
RhoGDI,0.08073566865630005,202,440,663
RhoGDI,0.08073566865630005,202,440,663
Gabat,0.06329822505146732,487,907,915
Gabat,0.06329822505146732,487,907,915
Gabat,0.06329822505146732,487,907,915
Gabat,0.06329822505146732,487,907,915
Tom20,0.11613601581696154,172,396,579
Tom20,0.11613601581696154,172,396,579
CG14184,0.14196498956145576,181,109,138
CG14184,0.14196498956145576,181,109,138
Clc,0.15942966152648697,220,366,578
Clc,0.15942966152648697,220,366,578
Clc,0.15942966152648697,220,366,578
Clc,0.15942966152648697,220,366,578
polo,0.15425004053471486,577,306,373
polo,0.15425004053471486,577,306,373
eRF1,0.11002934723309397,438,299,350
eRF1,0.09945245913117771,439,346,394
eRF1,0.09945245913117771,439,346,394
eRF1,0.09945245913117771,439,346,394
eRF1,0.09945245913117771,439,346,394
eRF1,0.09945245913117771,439,346,394
eRF1,0.10956023728192116,448,299,350
eRF1,0.09945245913117771,439,346,394
mRpL15,0.0856732041963717,287,158,190
ND-39,0.09475042288261334,417,366,431
ND-39,0.09475042288261334,417,366,431
CG5059,0.1324483786907077,194,174,283
CG5059,0.13235147656698476,178,170,274
CG5059,0.13235147656698476,178,170,274
CG5059,0.13235147656698476,178,170,274
CG5059,0.10609654335189289,202,193,303
CG4858,0.1090950438611552,261,147,140
tzn,0.04181378874018102,272,273,444
tzn,0.03638163535409966,349,299,497
tzn,0.0401522859278958,306,296,496
AsnS,0.11564062631393648,559,473,578
CG12975,0.15405342684901635,125,134,184
Tsr1,0.09637204837804847,815,537,556
CG7519,0.09208277523752598,152,189,259
CG7519,0.09054000555924221,161,192,263
Mkrn1,0.12811487087924212,387,195,256
Mkrn1,0.12811487087924212,387,195,256
Mkrn1,0.12811487087924212,387,195,256
Rpn10,0.10402131029213973,397,1135,1614
Rpn10,0.10402131029213973,397,1135,1614
CRIF,0.16326045831482472,233,167,197
EMC10,0.3333517552483577,215,150,265
EMC10,0.27343919370391484,228,173,293
Rpb8,0.061152585542697646,150,147,331
Nopp140,0.047440047124128526,686,577,1129
Nopp140,0.04744004712478722,687,577,1129
Nopp140,0.04318913003659064,721,580,1140
Nopp140,0.06245732386309055,774,607,1163
P5CDh1,0.08114702318597963,575,331,445
P5CDh1,0.08114702318597963,575,331,445
P5CDh1,0.08114702318597963,575,331,445
P5CDh1,0.08114702318597963,575,331,445
P5CDh1,0.08114702318597963,575,331,445
mub,0.1342333010436803,360,244,286
mub,0.13341714619672906,434,257,300
mub,0.1342333010436803,360,244,286
mub,0.13630192080754316,369,251,292
mub,0.13405504564857246,387,257,300
mub,0.14293531852134805,365,246,290
mub,0.13564603123164676,416,251,292
RpLP0,0.1076766510193049,318,980,1944
RpLP0,0.1076766510193049,318,980,1944
IleRS,0.03515095467543583,1230,1102,1258
IleRS,0.03515095467543583,1230,1102,1258
IleRS,0.03515095467543583,1230,1102,1258
mael,0.23976807335102052,460,287,313
mael,0.23976807335102052,460,287,313
mael,0.23976807335102052,460,287,313
mael,0.2397680733480171,463,287,313
EMC4,0.13682396634896954,167,637,686
EMC4,0.13682396634896954,167,637,686
Arf79F,0.12858685748030463,183,756,853
Arf79F,0.12858685748030463,183,756,853
Arf79F,0.12858685748030463,183,756,853
Arf79F,0.12858685748030463,183,756,853
Arf79F,0.12858685748030463,183,756,853
Arf79F,0.12858685748030463,183,756,853
Arf79F,0.12858685748030463,183,756,853
Arf79F,0.12858685748030463,183,756,853
RpL10,0.09471951129709943,219,2942,2532
RpL10,0.09471951129709943,219,2942,2532
RpL10,0.09471951129709943,219,2942,2532
CkIIalpha,0.06115237096264142,337,2113,2140
CkIIalpha,0.06115237096264142,337,2113,2140
CkIIalpha,0.06115237096264142,337,2113,2140
CkIIalpha,0.06115237096264142,337,2113,2140
